id,tags[0],tags[1],tags[2],tags[3],tags[4],tags[5],tags[6],tags[7],tags[8],tags[9],tags[10],tags[11],tags[12],tags[13],tags[14]
z9B85ZYMrNXEM6O7OHpK,purchasing,supplier selection,supplier evaluation,risk management,outsourcing
zZp1qCoWNywx1krKBJpS,workplace etiquette,dining etiquette,telephone etiquette,correspondence etiquette,business etiquette
ryRxIPlI7,R,Regression,Machine Learning,Statistical Inference,K-Means,Probability Distributions,Dimension Reduction,Hierarchical Clustering
HQf92ytvK2oSM5GshcsE,investigative,enterprising,assessment
tgTx5emS7a3tvPForiKI,artistic,realistic,assessment
t6lCSGK1GpiOW1dskwDL,hadoop,rdbms,pig,hive,nosql database
Cd712g8rRCnOD9Czk5n2,empathy,integrity,motivation,ethics
3I4Zzw2msyK1b4HyY6Ni,stress management 
7XvRzxswJOJdvkknF8E3,business intelligence,stakeholder management,capability improvement,implementation planning,analysts programming
97JAWDjILtizEnOmbtVa,communication
Ns4DauP6ohR5N1d0cTMj,sql server,hadoop,hdinsight,azure storage
im47U54eznV8gsFIxMS8,asp,dotnet,mvc,ajax
mpfJmGQxA3XpM1cW6UO2,objectoriented,programming
MaaCRCPErWVwbQUx2EPR,situation analysis,marketing strategy,sales forecasting,control performance,control financials,control targets
MrbWFtUFLIfoPnb2pKGo,communication skills,problem solving,effective communication,decision making
WyRATfuLQ5q6AvVEgeTY,supply chain design,supply chain strategy,reverse logistics management,supply chain risk management,relationship management with supply chain partners
atGduyxePUzssO5REaHA,logistics,shipping,inventory management,supply chain management,procurement,customer service,warehousing,packaging
bAWL5ixFG4FUm1dfn8Mb,managing meetings,leadership,self management,decision making,problem solving,time management
jWbo4r4TKT7eHGAqOO2d,fundamentals of the training process,design and plan effective training sessions,instructional strategies development,develop and deliver training sessions,assess and evaluate training sessions and learning outcomes
orYzHiqURW3mGFReEWrr,account management,b2b,sales,marketing,key account management,customer development
q6srIof5xEKhAj9rwUuH,data collection and analysis,forecasting errors and evaluation methods,forecasting methodology,forecasting for growth and seasonality
vCsHecumtxw1RcLk67vx,xml,micorosoft,soap,wcf,wsdl
2bPOiG0XfDDbCGnsM5hw,risk management,iso31000,risk assessment,risk evaluation,reporting
9Sm47Du1uSNignGb2s63,financial acumen,financial analysis
zhRpeI5ER6yX4EoPPLoM,artistic,investigative,assessment
1KMxTBo6zf2AROWClnmC,microsoft,orm,edm,adodotnet
I6pArbxzRs5xaV7KRo5M,frontend development,angular
MXevIJi2Eb1tMkMWqaT7,communication,delegation,time management,team management,creativity
bhRZfeML8TJHA8kefZFC,software engineering,product development,prototyping,time management,team management,hackathon,space
76hV4QQbW85NbnCeL3zx,leadership,goal setting,creativity,coaching,people development,team work,collaboration
9uAVCiltt2xTqTKAqcQE,strategic business partner model,development of hr strategy,types of hr strategies,employee value proposition,software applications and analytics and hr decisions
9ykoCFui9BOnc6oNRwSR,treasury and cash management,current asset management,current liabilities management,cash flows
18mIvzKBHK9oWwJ0GaGS,asp .net,web api,.net
Gud413LcBJuVgKyxbeSu,audience analysis,fundamentals of persuasion,presentation process,presentation skills 
KKSP2YFY3lQnd9ocp40S,equity theory,code of ethics,organizational commitment,corporate etiquette,code of conduct 
H1LYgogUX,software security,hardware security,cryptography,sql injection,session hijacking,authentication,digital signature
ryA0CwxIX,android,mobile apps,user interface,user experience,object-oriented programming
MTwEjAPAtH0mBd6bYYLI,marketing management process,market opportunity analysis,developing strategic marketing program,measuring  marketing performance,delivering marketing performance 
bZiBY22rZ2pU6a4T1Nvj,tqm,quality assurance,total quality management,quality control ,qc,statistics
h7ZMVCVov7PsKB0ENoz4,leadership skills,delegation,empowerment
o5iidMMQ3zLCUrruGvSC,writing planning,email writing,meeting minutes,content formatting,content writing
sCfRg13h1rPYbOBoju18,enterprising,investigative,assessment
0bH2gQICbnkGp32C3b4w,analysis ,cash flow,reporting
Ez2r2xjORDhviEgsWMdk,os,file system,cloud computing
KUDi80c6DeqsgsE3nCUi,xml,dtd,xsl,xslt
gPFAoX5At2Nz7vsrxAz8,responsive design,bootstrap,css
ly54p9j0YeG2F67ABYzt,asp.net,mvc,microsoft
pp3x78hv0Yg5ph9025Bm,communication,writing,editing,email writing
qzzF59PyFQ8PoJe8MZ6E,stress management,anger management,change management process,understanding change
6k1ygdGuD4Ce1ddCzzLp,human resources,job analysis,recruitment and  selection,compensation and benefits,performance management,personnel function
LAX0QuZk9o1hZqsWDvY8,sales process for sales success,prospecting and sales call planning,relationship selling,closing and follow up
oS99YKaRRfF3D9HNrqzj,business planning,business model canvas
HtIpR6qBpn4EOvGOjDH1,enterprising,artistic,assessment
RA0HiEE7JOZbtG5Isnsj,conventional,social,assessment
tkimqES1WDMWE0uzWIBj,conventional,investigative,assessment,psychometric
1npd08nmGMfLXrerxkHN,database,dbms,erd
7WvFWNfxpVmeeQt4XoZF,technical reports,business reports 
HN76jRzYt3yYcJ1vp5DU,dotnet
Ss5Qqr7DpuRtICeAj2Rr,writing resume,hr management ,body language
WXnjr0tdiPhE22m1FPIS,visualc,dotnet,chash,c,porgramming,linq,mdi
hp5o4OQ15Ae2PFg7qTkl, strategic management,planning,operations, supply chain management 
j09LOkyDpcbYn0407VVP,problem analysis,problem solving,solution evaluation,decision making 
2dJUvJGVEN1CvLh0JgGo,strategy and performance management,challenges in performance measurement,key performance indicators concept map,types of kpis measures and metrics,kpi documentation form design
dmoXq2GsQtHV1DHaJQpx,motivation concepts,leadership
sPeZHCW5w1IT9l9bxlZ6,project scoping,time management,project scheduling,resource management,cost management,communication management,risk management,project execution,project closing
t1p68iKFpVpPPTKNuxCJ,capital markets and funding,cash and liquidity management,treasury operations and controls,working capital management treasury ,the corporate treasury function
cbBN1U7j61WPfyowAUkr,realistic,investigative,assessment
zpM2dpRbai2khgkGkQjF,situational leadership,transformational leadership,leadership abilities,leadership,effective communication,persuation
qgGQ6f63IYx7GnNSELwV,programming,blockchain,development
KuuHebJ3EV9WbDUPIIvP,investigative,realistic,assessment
6yi7wTi0EoEkzQK1X4s8,basic macroeconomic concepts,risk factors and risk management concepts,financial close process,build financial projections
EPkxbUaisvfB2lZMO2A0,crm,planning ,customer loyalty
Jjy0u5FEPQhEn20pM7Cc,strategy,planning
UBq5rOYQ8SISRfDtYWK6,database
nXdMYeCJEJk1srpg6ZEJ,c,cplusplus,object oriented
oBpzUKEOR8yi1Vs7Vd0D,microsoft ,linq,chash
Nyj31hbx0JQ8vd45bfPG,leadership,team building
OwZDtmCmloHCADn56alv,warehouse management systems,warehousing,warehouse design,warehouse layout,material handling,logistics
jK7thckdee64knfv8pL5,sales management,customer interaction,leadership,planning,sales training ,compensating sales people,strategy and sales program
kTFn2RZnvUSRK6jRXTKv,total quality management,running a six sigma project using dmaic model,total productive maintenance,change management,six sigma,lean,lean manufacturing
ogF1uiuwgBht8bdBfPuw,accounting ,cash flow
rHQO86fL8IFUPGRRcWCL,business etiquette,stress management,time management,self management,office administration
pgxQwvDEtztRpn5mhqky,express.js,node.js,backend,restful,routing,authentication
vnSrCN2MLChVeshQX0IX,mongo,mongodb,nosql,database
0gCLMq7vgewAYb2yz7t4,strategic business establishing,goal formulation,crisis planning,advanced swot analysis,strategic marketing
1hQe2DTmZ2zcndj5v0sO,customer satisfaction ,customer service 
1yw7j6gkJA9LjPohtjmb,performance management,employment law,learning and development,total rewards,talent acquisition,human resources
3nHRjZkNYCwiJLfPtWAg,social media crisis management,building brand credibility,developing social media voice,social business modeling
6XImGXaYJtXQUcX73CGK,effective communication,leadership,motivation,negotiation,change management
zD7iqXmAiF6muLNBGS0I,learning and development,tna,learning outcome
